trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
BirHospital2Panauti_T19,16:50:00,16:50:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T19,16:55:00,16:55:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T19,17:00:00,17:00:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T19,17:05:00,17:05:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T19,17:10:00,17:10:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T19,17:15:00,17:15:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T19,17:20:00,17:20:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T19,17:25:00,17:25:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T19,17:30:00,17:30:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T19,17:35:00,17:35:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T19,17:40:00,17:40:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T19,17:45:00,17:45:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T19,17:50:00,17:50:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T19,17:55:00,17:55:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T19,18:00:00,18:00:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T19,18:05:00,18:05:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T19,18:10:00,18:10:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T19,18:15:00,18:15:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T19,18:20:00,18:20:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T19,18:25:00,18:25:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T19,18:30:00,18:30:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T20,15:30:00,15:30:00,88,1,Maitighar (eb),,,,,0,1
BirHospital2Panauti_T20,15:35:00,15:35:00,84,2,Babar Mahal (eb),,,,,2.163,1
BirHospital2Panauti_T20,15:40:00,15:40:00,82,3,New Baneshowr (eb),,,,,2.163,1
BirHospital2Panauti_T20,15:45:00,15:45:00,80,4,Civil Hospital (eb),,,,,3.655,1
BirHospital2Panauti_T20,15:50:00,15:50:00,78,5,Tinkune (eb),,,,,4.09,1
BirHospital2Panauti_T20,15:55:00,15:55:00,76,6,Koteshowr (eb),,,,,4.818,1
BirHospital2Panauti_T20,16:00:00,16:00:00,74,7,Jadibuti (eb),,,,,5.693,1
BirHospital2Panauti_T20,16:05:00,16:05:00,72,8,Lokanthali (eb),,,,,6.283,1
BirHospital2Panauti_T20,16:10:00,16:10:00,70,9,Kaushaltar (eb),,,,,7.076,1
BirHospital2Panauti_T20,16:15:00,16:15:00,68,10,Gatthaghar (eb),,,,,7.076,1
BirHospital2Panauti_T20,16:20:00,16:20:00,65,11,Chardobato (eb),,,,,8.051,1
BirHospital2Panauti_T20,16:25:00,16:25:00,63,12,Thimi (eb),,,,,9.298,1
BirHospital2Panauti_T20,16:30:00,16:30:00,61,13,SS Chowk (eb),,,,,9.535,1
BirHospital2Panauti_T20,16:35:00,16:35:00,59,14,Radhe Radhe (eb),,,,,10.189,1
BirHospital2Panauti_T20,16:40:00,16:40:00,58,15,Srijana Nagar (eb),,,,,10.756,1
BirHospital2Panauti_T20,16:45:00,16:45:00,55,16,Sallaghari (eb),,,,,11.787,1
BirHospital2Panauti_T20,16:50:00,16:50:00,54,17,Suryabinayak (eb),,,,,11.787,1
BirHospital2Panauti_T20,16:55:00,16:55:00,52,18,Aadarsha (eb),,,,,13.576,1
BirHospital2Panauti_T20,17:00:00,17:00:00,48,19,Jagati (eb),,,,,14.549,1
BirHospital2Panauti_T20,17:05:00,17:05:00,46,20,Bhate Dhikur (eb),,,,,36.584,1
BirHospital2Panauti_T20,17:10:00,17:10:00,44,21,Bansghari (eb),,,,,37.659,1
BirHospital2Panauti_T20,17:15:00,17:15:00,42,22,Nalinchowk (eb),,,,,38.343,1
BirHospital2Panauti_T20,17:20:00,17:20:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T20,17:25:00,17:25:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T20,17:30:00,17:30:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T20,17:35:00,17:35:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T20,17:40:00,17:40:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T20,17:45:00,17:45:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T20,17:50:00,17:50:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T20,17:55:00,17:55:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T20,18:00:00,18:00:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T20,18:05:00,18:05:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T20,18:10:00,18:10:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T20,18:15:00,18:15:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T20,18:20:00,18:20:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T20,18:25:00,18:25:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T20,18:30:00,18:30:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T20,18:35:00,18:35:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T20,18:40:00,18:40:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T20,18:45:00,18:45:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T20,18:50:00,18:50:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T20,18:55:00,18:55:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T20,19:00:00,19:00:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T21,16:00:00,16:00:00,88,1,Maitighar (eb),,,,,0,1
BirHospital2Panauti_T21,16:05:00,16:05:00,84,2,Babar Mahal (eb),,,,,2.163,1
BirHospital2Panauti_T21,16:10:00,16:10:00,82,3,New Baneshowr (eb),,,,,2.163,1
BirHospital2Panauti_T21,16:15:00,16:15:00,80,4,Civil Hospital (eb),,,,,3.655,1
BirHospital2Panauti_T21,16:20:00,16:20:00,78,5,Tinkune (eb),,,,,4.09,1
BirHospital2Panauti_T21,16:25:00,16:25:00,76,6,Koteshowr (eb),,,,,4.818,1
BirHospital2Panauti_T21,16:30:00,16:30:00,74,7,Jadibuti (eb),,,,,5.693,1
BirHospital2Panauti_T21,16:35:00,16:35:00,72,8,Lokanthali (eb),,,,,6.283,1
BirHospital2Panauti_T21,16:40:00,16:40:00,70,9,Kaushaltar (eb),,,,,7.076,1
BirHospital2Panauti_T21,16:45:00,16:45:00,68,10,Gatthaghar (eb),,,,,7.076,1
BirHospital2Panauti_T21,16:50:00,16:50:00,65,11,Chardobato (eb),,,,,8.051,1
BirHospital2Panauti_T21,16:55:00,16:55:00,63,12,Thimi (eb),,,,,9.298,1
BirHospital2Panauti_T21,17:00:00,17:00:00,61,13,SS Chowk (eb),,,,,9.535,1
BirHospital2Panauti_T21,17:05:00,17:05:00,59,14,Radhe Radhe (eb),,,,,10.189,1
BirHospital2Panauti_T21,17:10:00,17:10:00,58,15,Srijana Nagar (eb),,,,,10.756,1
BirHospital2Panauti_T21,17:15:00,17:15:00,55,16,Sallaghari (eb),,,,,11.787,1
BirHospital2Panauti_T21,17:20:00,17:20:00,54,17,Suryabinayak (eb),,,,,11.787,1
BirHospital2Panauti_T21,17:25:00,17:25:00,52,18,Aadarsha (eb),,,,,13.576,1
BirHospital2Panauti_T21,17:30:00,17:30:00,48,19,Jagati (eb),,,,,14.549,1
BirHospital2Panauti_T21,17:35:00,17:35:00,46,20,Bhate Dhikur (eb),,,,,36.584,1
BirHospital2Panauti_T21,17:40:00,17:40:00,44,21,Bansghari (eb),,,,,37.659,1
BirHospital2Panauti_T21,17:45:00,17:45:00,42,22,Nalinchowk (eb),,,,,38.343,1
BirHospital2Panauti_T21,17:50:00,17:50:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T21,17:55:00,17:55:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T21,18:00:00,18:00:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T21,18:05:00,18:05:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T21,18:10:00,18:10:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T21,18:15:00,18:15:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T21,18:20:00,18:20:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T21,18:25:00,18:25:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T21,18:30:00,18:30:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T21,18:35:00,18:35:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T21,18:40:00,18:40:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T21,18:45:00,18:45:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T21,18:50:00,18:50:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T21,18:55:00,18:55:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T21,19:00:00,19:00:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T21,19:05:00,19:05:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T21,19:10:00,19:10:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T21,19:15:00,19:15:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T21,19:20:00,19:20:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T21,19:25:00,19:25:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T21,19:30:00,19:30:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T22,16:30:00,16:30:00,88,1,Maitighar (eb),,,,,0,1
BirHospital2Panauti_T22,16:35:00,16:35:00,84,2,Babar Mahal (eb),,,,,2.163,1
BirHospital2Panauti_T22,16:40:00,16:40:00,82,3,New Baneshowr (eb),,,,,2.163,1
BirHospital2Panauti_T22,16:45:00,16:45:00,80,4,Civil Hospital (eb),,,,,3.655,1
BirHospital2Panauti_T22,16:50:00,16:50:00,78,5,Tinkune (eb),,,,,4.09,1
BirHospital2Panauti_T22,16:55:00,16:55:00,76,6,Koteshowr (eb),,,,,4.818,1
BirHospital2Panauti_T22,17:00:00,17:00:00,74,7,Jadibuti (eb),,,,,5.693,1
BirHospital2Panauti_T22,17:05:00,17:05:00,72,8,Lokanthali (eb),,,,,6.283,1
BirHospital2Panauti_T22,17:10:00,17:10:00,70,9,Kaushaltar (eb),,,,,7.076,1
BirHospital2Panauti_T22,17:15:00,17:15:00,68,10,Gatthaghar (eb),,,,,7.076,1
BirHospital2Panauti_T22,17:20:00,17:20:00,65,11,Chardobato (eb),,,,,8.051,1
BirHospital2Panauti_T22,17:25:00,17:25:00,63,12,Thimi (eb),,,,,9.298,1
BirHospital2Panauti_T22,17:30:00,17:30:00,61,13,SS Chowk (eb),,,,,9.535,1
BirHospital2Panauti_T22,17:35:00,17:35:00,59,14,Radhe Radhe (eb),,,,,10.189,1
BirHospital2Panauti_T22,17:40:00,17:40:00,58,15,Srijana Nagar (eb),,,,,10.756,1
BirHospital2Panauti_T22,17:45:00,17:45:00,55,16,Sallaghari (eb),,,,,11.787,1
BirHospital2Panauti_T22,17:50:00,17:50:00,54,17,Suryabinayak (eb),,,,,11.787,1
BirHospital2Panauti_T22,17:55:00,17:55:00,52,18,Aadarsha (eb),,,,,13.576,1
BirHospital2Panauti_T22,18:00:00,18:00:00,48,19,Jagati (eb),,,,,14.549,1
BirHospital2Panauti_T22,18:05:00,18:05:00,46,20,Bhate Dhikur (eb),,,,,36.584,1
BirHospital2Panauti_T22,18:10:00,18:10:00,44,21,Bansghari (eb),,,,,37.659,1
BirHospital2Panauti_T22,18:15:00,18:15:00,42,22,Nalinchowk (eb),,,,,38.343,1
BirHospital2Panauti_T22,18:20:00,18:20:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T22,18:25:00,18:25:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T22,18:30:00,18:30:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T22,18:35:00,18:35:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T22,18:40:00,18:40:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T22,18:45:00,18:45:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T22,18:50:00,18:50:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T22,18:55:00,18:55:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T22,19:00:00,19:00:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T22,19:05:00,19:05:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T22,19:10:00,19:10:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T22,19:15:00,19:15:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T22,19:20:00,19:20:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T22,19:25:00,19:25:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T22,19:30:00,19:30:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T22,19:35:00,19:35:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T22,19:40:00,19:40:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T22,19:45:00,19:45:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T22,19:50:00,19:50:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T22,19:55:00,19:55:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T22,20:00:00,20:00:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T23,17:00:00,17:00:00,88,1,Maitighar (eb),,,,,0,1
BirHospital2Panauti_T23,17:05:00,17:05:00,84,2,Babar Mahal (eb),,,,,2.163,1
BirHospital2Panauti_T23,17:10:00,17:10:00,82,3,New Baneshowr (eb),,,,,2.163,1
BirHospital2Panauti_T23,17:15:00,17:15:00,80,4,Civil Hospital (eb),,,,,3.655,1
BirHospital2Panauti_T23,17:20:00,17:20:00,78,5,Tinkune (eb),,,,,4.09,1
BirHospital2Panauti_T23,17:25:00,17:25:00,76,6,Koteshowr (eb),,,,,4.818,1
BirHospital2Panauti_T23,17:30:00,17:30:00,74,7,Jadibuti (eb),,,,,5.693,1
BirHospital2Panauti_T23,17:35:00,17:35:00,72,8,Lokanthali (eb),,,,,6.283,1
BirHospital2Panauti_T23,17:40:00,17:40:00,70,9,Kaushaltar (eb),,,,,7.076,1
BirHospital2Panauti_T23,17:45:00,17:45:00,68,10,Gatthaghar (eb),,,,,7.076,1
BirHospital2Panauti_T23,17:50:00,17:50:00,65,11,Chardobato (eb),,,,,8.051,1
BirHospital2Panauti_T23,17:55:00,17:55:00,63,12,Thimi (eb),,,,,9.298,1
BirHospital2Panauti_T23,18:00:00,18:00:00,61,13,SS Chowk (eb),,,,,9.535,1
BirHospital2Panauti_T23,18:05:00,18:05:00,59,14,Radhe Radhe (eb),,,,,10.189,1
BirHospital2Panauti_T23,18:10:00,18:10:00,58,15,Srijana Nagar (eb),,,,,10.756,1
BirHospital2Panauti_T23,18:15:00,18:15:00,55,16,Sallaghari (eb),,,,,11.787,1
BirHospital2Panauti_T23,18:20:00,18:20:00,54,17,Suryabinayak (eb),,,,,11.787,1
BirHospital2Panauti_T23,18:25:00,18:25:00,52,18,Aadarsha (eb),,,,,13.576,1
BirHospital2Panauti_T23,18:30:00,18:30:00,48,19,Jagati (eb),,,,,14.549,1
BirHospital2Panauti_T23,18:35:00,18:35:00,46,20,Bhate Dhikur (eb),,,,,36.584,1
BirHospital2Panauti_T23,18:40:00,18:40:00,44,21,Bansghari (eb),,,,,37.659,1
BirHospital2Panauti_T23,18:45:00,18:45:00,42,22,Nalinchowk (eb),,,,,38.343,1
BirHospital2Panauti_T23,18:50:00,18:50:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T23,18:55:00,18:55:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T23,19:00:00,19:00:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T23,19:05:00,19:05:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T23,19:10:00,19:10:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T23,19:15:00,19:15:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T23,19:20:00,19:20:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T23,19:25:00,19:25:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T23,19:30:00,19:30:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T23,19:35:00,19:35:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T23,19:40:00,19:40:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T23,19:45:00,19:45:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T23,19:50:00,19:50:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T23,19:55:00,19:55:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T23,20:00:00,20:00:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T23,20:05:00,20:05:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T23,20:10:00,20:10:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T23,20:15:00,20:15:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T23,20:20:00,20:20:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T23,20:25:00,20:25:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T23,20:30:00,20:30:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T24,17:30:00,17:30:00,88,1,Maitighar (eb),,,,,0,1
BirHospital2Panauti_T24,17:35:00,17:35:00,84,2,Babar Mahal (eb),,,,,2.163,1
BirHospital2Panauti_T24,17:40:00,17:40:00,82,3,New Baneshowr (eb),,,,,2.163,1
BirHospital2Panauti_T24,17:45:00,17:45:00,80,4,Civil Hospital (eb),,,,,3.655,1
BirHospital2Panauti_T24,17:50:00,17:50:00,78,5,Tinkune (eb),,,,,4.09,1
BirHospital2Panauti_T24,17:55:00,17:55:00,76,6,Koteshowr (eb),,,,,4.818,1
BirHospital2Panauti_T24,18:00:00,18:00:00,74,7,Jadibuti (eb),,,,,5.693,1
BirHospital2Panauti_T24,18:05:00,18:05:00,72,8,Lokanthali (eb),,,,,6.283,1
BirHospital2Panauti_T24,18:10:00,18:10:00,70,9,Kaushaltar (eb),,,,,7.076,1
BirHospital2Panauti_T24,18:15:00,18:15:00,68,10,Gatthaghar (eb),,,,,7.076,1
BirHospital2Panauti_T24,18:20:00,18:20:00,65,11,Chardobato (eb),,,,,8.051,1
BirHospital2Panauti_T24,18:25:00,18:25:00,63,12,Thimi (eb),,,,,9.298,1
BirHospital2Panauti_T24,18:30:00,18:30:00,61,13,SS Chowk (eb),,,,,9.535,1
BirHospital2Panauti_T24,18:35:00,18:35:00,59,14,Radhe Radhe (eb),,,,,10.189,1
BirHospital2Panauti_T24,18:40:00,18:40:00,58,15,Srijana Nagar (eb),,,,,10.756,1
BirHospital2Panauti_T24,18:45:00,18:45:00,55,16,Sallaghari (eb),,,,,11.787,1
BirHospital2Panauti_T24,18:50:00,18:50:00,54,17,Suryabinayak (eb),,,,,11.787,1
BirHospital2Panauti_T24,18:55:00,18:55:00,52,18,Aadarsha (eb),,,,,13.576,1
BirHospital2Panauti_T24,19:00:00,19:00:00,48,19,Jagati (eb),,,,,14.549,1
BirHospital2Panauti_T24,19:05:00,19:05:00,46,20,Bhate Dhikur (eb),,,,,36.584,1
BirHospital2Panauti_T24,19:10:00,19:10:00,44,21,Bansghari (eb),,,,,37.659,1
BirHospital2Panauti_T24,19:15:00,19:15:00,42,22,Nalinchowk (eb),,,,,38.343,1
BirHospital2Panauti_T24,19:20:00,19:20:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T24,19:25:00,19:25:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T24,19:30:00,19:30:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T24,19:35:00,19:35:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T24,19:40:00,19:40:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T24,19:45:00,19:45:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T24,19:50:00,19:50:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T24,19:55:00,19:55:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T24,20:00:00,20:00:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T24,20:05:00,20:05:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T24,20:10:00,20:10:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T24,20:15:00,20:15:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T24,20:20:00,20:20:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T24,20:25:00,20:25:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T24,20:30:00,20:30:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T24,20:35:00,20:35:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T24,20:40:00,20:40:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T24,20:45:00,20:45:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T24,20:50:00,20:50:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T24,20:55:00,20:55:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T24,21:00:00,21:00:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T25,18:00:00,18:00:00,88,1,Maitighar (eb),,,,,0,1
BirHospital2Panauti_T25,18:05:00,18:05:00,84,2,Babar Mahal (eb),,,,,2.163,1
BirHospital2Panauti_T25,18:10:00,18:10:00,82,3,New Baneshowr (eb),,,,,2.163,1
BirHospital2Panauti_T25,18:15:00,18:15:00,80,4,Civil Hospital (eb),,,,,3.655,1
BirHospital2Panauti_T25,18:20:00,18:20:00,78,5,Tinkune (eb),,,,,4.09,1
BirHospital2Panauti_T25,18:25:00,18:25:00,76,6,Koteshowr (eb),,,,,4.818,1
BirHospital2Panauti_T25,18:30:00,18:30:00,74,7,Jadibuti (eb),,,,,5.693,1
BirHospital2Panauti_T25,18:35:00,18:35:00,72,8,Lokanthali (eb),,,,,6.283,1
BirHospital2Panauti_T25,18:40:00,18:40:00,70,9,Kaushaltar (eb),,,,,7.076,1
BirHospital2Panauti_T25,18:45:00,18:45:00,68,10,Gatthaghar (eb),,,,,7.076,1
BirHospital2Panauti_T25,18:50:00,18:50:00,65,11,Chardobato (eb),,,,,8.051,1
BirHospital2Panauti_T25,18:55:00,18:55:00,63,12,Thimi (eb),,,,,9.298,1
BirHospital2Panauti_T25,19:00:00,19:00:00,61,13,SS Chowk (eb),,,,,9.535,1
BirHospital2Panauti_T25,19:05:00,19:05:00,59,14,Radhe Radhe (eb),,,,,10.189,1
BirHospital2Panauti_T25,19:10:00,19:10:00,58,15,Srijana Nagar (eb),,,,,10.756,1
BirHospital2Panauti_T25,19:15:00,19:15:00,55,16,Sallaghari (eb),,,,,11.787,1
BirHospital2Panauti_T25,19:20:00,19:20:00,54,17,Suryabinayak (eb),,,,,11.787,1
BirHospital2Panauti_T25,19:25:00,19:25:00,52,18,Aadarsha (eb),,,,,13.576,1
BirHospital2Panauti_T25,19:30:00,19:30:00,48,19,Jagati (eb),,,,,14.549,1
BirHospital2Panauti_T25,19:35:00,19:35:00,46,20,Bhate Dhikur (eb),,,,,36.584,1
BirHospital2Panauti_T25,19:40:00,19:40:00,44,21,Bansghari (eb),,,,,37.659,1
BirHospital2Panauti_T25,19:45:00,19:45:00,42,22,Nalinchowk (eb),,,,,38.343,1
BirHospital2Panauti_T25,19:50:00,19:50:00,41,23,Milanchowk (eb),,,,,39.043,1
BirHospital2Panauti_T25,19:55:00,19:55:00,39,24,Jorpati (eb),,,,,39.342,1
BirHospital2Panauti_T25,20:00:00,20:00:00,37,25,Palanse (eb),,,,,39.584,1
BirHospital2Panauti_T25,20:05:00,20:05:00,34,26,Jholunge Pul (eb),,,,,40.671,1
BirHospital2Panauti_T25,20:10:00,20:10:00,33,27,Sanga (eb),,,,,41.896,1
BirHospital2Panauti_T25,20:15:00,20:15:00,31,28,Nasikasthan (eb),,,,,42.267,1
BirHospital2Panauti_T25,20:20:00,20:20:00,29,29,Bhaisepati (eb),,,,,42.738,1
BirHospital2Panauti_T25,20:25:00,20:25:00,27,30,Curex (eb),,,,,43.752,1
BirHospital2Panauti_T25,20:30:00,20:30:00,25,31,Janagal (eb),,,,,44.613,1
BirHospital2Panauti_T25,20:35:00,20:35:00,23,32,Tindobato (eb),,,,,45.664,1
BirHospital2Panauti_T25,20:40:00,20:40:00,21,33,Chardobato (eb),,,,,46.787,1
BirHospital2Panauti_T25,20:45:00,20:45:00,18,34,Millenium (eb),,,,,47.408,1
BirHospital2Panauti_T25,20:50:00,20:50:00,16,35,Media Chowk (eb),,,,,47.575,1
BirHospital2Panauti_T25,20:55:00,20:55:00,15,36,Dhaneshowr (eb),,,,,47.624,1
BirHospital2Panauti_T25,21:00:00,21:00:00,12,37,SOS School (eb),,,,,48.319,1
BirHospital2Panauti_T25,21:05:00,21:05:00,10,38,Chaukot (eb),,,,,49.169,1
BirHospital2Panauti_T25,21:10:00,21:10:00,8,39,Dhalmale (eb),,,,,49.85,1
BirHospital2Panauti_T25,21:15:00,21:15:00,6,40,Dudh Mill (eb),,,,,51.131,1
BirHospital2Panauti_T25,21:20:00,21:20:00,4,41,Bansghari (eb),,,,,52.894,1
BirHospital2Panauti_T25,21:25:00,21:25:00,2,42,Panauti Bus Park (Flag),,,,,52.894,1
BirHospital2Panauti_T25,21:30:00,21:30:00,1,43,,,,,,53.298,1
BirHospital2Panauti_T26,18:30:00,18:30:00,88,1,Maitighar (eb),,,,,0,1
